"ID","SongName","Performer","CivilDate","HebrewDate","Composer","Poet","MusicalAdapter","Others","PlaceOfPublication","NameOfPublisher"
"003647023","לעוף איתך","שטרית גבי","1999","","","גיספן יוסי","אליאב בוריס","","",""
"003647024","אתה לבד","שטרית גבי","1999","","","גיספן יוסי","אליאב בוריס","","",""
"003647025","הפרידה","שטרית גבי","1999","","שושן דני","שושן דני","אליאב בוריס","","",""
"003647027","ילדי הירח","צליל מכוון","1990","","יידוב שלמה","מנור אהוד","יידוב שלמה","","",""
"003647029","עד הבוקר","גוב גידי","1990","","רכטר יוני","מנור אהוד","רכטר יוני","","",""
"003647030","תן לי כח","זילבר אריאל","1990","","זילבר אריאל","מנור אהוד","זילבר אריאל","","",""
"003647032","אנו נפגש","מסנג דני","1990","","מסנג דני","מנור אהוד","גרוניך שלמה","","",""
"003647034","סליחה","כספי מתי","1990","","כספי מתי","מנור אהוד","בכר אהרון","","",""
"003647036","תיאטרון רחוב","דניאל אלונה","1990","","דניאל אלונה","מנור אהוד","איילי עמי","","",""
"003647038","שיר אהבה","פוקס עפרה","1990","","כספי מתי","מנור אהוד","סגל מישה","","",""
"003647039","גב אל גב","ארמוני דפנה, לוי שם-טוב","1990","","לוי שם-טוב","מנור אהוד","לוי שם-טוב","","",""
"003647040","השוטר אזולאי","לוי אושיק","1990","","הירש נורית","מנור אהוד","הירש נורית","","",""
"003647041","היורדת","זהר רבקה","1990","","כהן נתן","מנור אהוד","לוי שם-טוב","","",""
"003647042","משאלה","שרעבי בעז","1990","","שרעבי בעז","מנור אהוד","בכר ירון, ברנדס ננסי","","",""
"003647046","ראשי מונח","נוער שולים","1990","","לוי דודי","מנור אהוד","לוי דודי, הירשמן מיקי, פיטרו יעקב, שקד רועי, אמיר ארן, אפרת עובד","","",""
"003647047","ציור","כספי מתי, גרוניך שלמה","1991","","גרוניך שלמה, כספי מתי","גרוניך שלמה","גרוניך שלמה, כספי מתי","","",""
"003647048","רוצה שנית","גרוניך שלמה, כספי מתי","1991","","כספי מתי, גרוניך שלמה","שכביץ משה","כספי מתי, אדלר גרוניך מיכל","","",""
"003647049","מאחורי הגדר הלבנה","גרוניך שלמה, כספי מתי","1991","","כספי מתי, גרוניך שלמה","גרוניך שלמה","","","",""
"003647050","קוינטה","גרוניך שלמה, כספי מתי","1991","","גרוניך שלמה","","","","",""
"003647052","בן גוריון","גרוניך שלמה, כספי מתי","1991","","כספי מתי, גרוניך שלמה","גרוניך שלמה","כספי מתי, גרוניך שלמה","","",""
"003647053","אלוהים מרחם על ילדי הגן","גרוניך שלמה, כספי מתי","1991","","כספי מתי, גרוניך שלמה","עמיחי יהודה","","","",""
"003647054","אבי","גרוניך שלמה, כספי מתי","1991","","כספי מתי, גרוניך שלמה","עמיחי יהודה","","","",""
"003647055","אל נא תלך","גרוניך שלמה","1991","","גרוניך שלמה","גרוניך שלמה","","","",""
"003647056","יום לפני הדין","גרוניך שלמה, כספי מתי","1991","","כספי מתי, גרוניך שלמה","גרוניך שלמה","","","",""
"003647058","רוח ים","לוי עופר","2004","","","דוכין ארקדי","למאי יעקב, ראובני שי","","",""
"003647059","אני חוזר","לוי עופר","2004","","","גיספן יוסי","ראובני שי","","",""
"003647060","מצייר אותך","לוי עופר","2004","","זילברשטין איתי, ביג אם","זכאי צ'ולי","ראובני שי, למאי יעקב","","",""
"003647061","אני ואת","לוי עופר","2004","","","גיספן יוסי","ראובני שי","","",""
"003647062","חברה לנפש","לוי עופר","2004","","","זיגמן דוד","למאי יעקב, ראובני שי","","",""
"003647063","תהיי לי למלכה","לוי עופר","2004","","","זיגמן דוד","ראובני שי, למאי יעקב","","",""
"003647064","לילה לא לילה","לוי עופר","2004","","","גיספן יוסי","למאי יעקב, ראובני שי","","",""
"003647065","ידך בידי","לוי עופר","2004","","","זיגמן דוד","למאי יעקב, ראובני שי","","",""
"003647066","אישה בונה","לוי עופר","2004","","לוי עופר","לוי עופר","אורלו אלי","","",""
"003647068","בדיוק עכשיו","תעשה יפעת","2001","","שכטר אייל","נחמיאס-גלס איתן","בודגוב שמוליק","","",""
"003647069","עזוב אותך מאהבה","תעשה יפעת, אולארצ'יק אלון","2001","","בודגוב שמוליק, תעשה יפעת","נחמיאס-גלס איתן","בודגוב שמוליק","","",""
"003647070","תרנגול מכושף","תעשה יפעת","2001","","תעשה יפעת, בודגוב שמוליק","נחמיאס-גלס איתן","בודגוב שמוליק","","",""
"003647071","בוא לטף את פני אהובי","תעשה יפעת","2001","","תעשה יפעת","נחמיאס-גלס איתן","בודגוב שמוליק","","",""
"003647072","תפסיק לחשוב על עצמך","תעשה יפעת","2001","","בן דוד אמיר","בן דוד אמיר","בודגוב שמוליק","","",""
"003647073","שתיים בלילה","תעשה יפעת","2001","","סיני בן","סיני בן","בודגוב שמוליק","","",""
"003647074","ניגון רומני","בן חורין עקיבא","1997","","","","בן חורין עקיבא","","",""
"003647075","הוי קישינב","בן חורין עקיבא","1997","","","","","","",""
"003647076","נגונו של רבי משה לייב מסאסוב","בן חורין עקיבא","1997","","","","בן חורין עקיבא","","",""
"003647077","אבוס חצר","בן חורין עקיבא","1997","","","","בן חורין עקיבא","","",""
"003647078","נגוני עליה לקברו של רבי יוחנן הסנדל","בן חורין עקיבא","1997","","","","","","",""
"003647079","ניגון חבד","בן חורין עקיבא","1997","","","","בן חורין עקיבא","","",""
"003647080","אדיר איום ונורא","בן חורין עקיבא","1997","","","","","","",""
"003647081","ניגון דרוזי","בן חורין עקיבא","1997","","פוליקוב לא מזוהה","פוליקוב לא מזוהה","","","",""
"003647082","רקוד שר","בן חורין עקיבא","1997","","פוליקוב לא מזוהה","פוליקוב לא מזוהה","","","",""
"003647083","ניגון טורקי","בן חורין עקיבא","1997","","","","","","",""
"003647084","יוסקה יוסקה","בן חורין עקיבא","1997","","","","בן חורין עקיבא","","",""
"003647085","אני אוהב אותך","פרץ קובי","2000","","זילברשטין איתי, ביג אם","זיגמן דוד","ראובני שי","","",""
"003647086","אהבה על רגל אחת","פרץ קובי ולהקת סלאבי","2000","","זילברשטין איתי, ביג אם","זילברשטין איתי, ביג אם, חזק חיים, מדינה לביא","ראובני שי","","",""
"003647087","משוגע עליך","פרץ קובי","2000","","מסמי גלעד","מסמי גלעד","ראובני שי","","",""
"003647088","מתנה משמיים","פרץ קובי","2000","","חדד שרית","זיגמן דוד","ראובני שי","","",""
"003647089","קצה הגבול","פרץ קובי","2000","","זילברשטין איתי, ביג אם","זילברשטין איתי, ביג אם","ראובני שי","","",""
"003647090","מים רבים","פרץ קובי","2000","","כהן ירון","כהן ירון","ראובני שי","","",""
"003647091","אוהד שרוף","פרץ קובי","2000","","מסמי גלעד","מסמי גלעד","ראובני שי","","",""
"003647092","צפצפי","פרץ קובי","2000","","מסמי גלעד","מסמי גלעד","ראובני שי","","",""
"003647093","למה","פרץ קובי","2000","","חדד שרית","זיגמן דוד","ראובני שי","","",""
"003647094","אני ואת","פרץ קובי","2000","","אלבז שמואל","זכאי צ'ולי","ראובני שי","","",""
"003647096","פתיחה לשני קוני למל","תזמורת","2002","","כהן שמעון","","","","",""
"003647097","שבת","מקהלה ותזמורת","2002","","ברזובסקי שאול","סחר משה","כהן שמעון","","",""
"003647098","מלווה מלכה","מקהלה ותזמורת","2002","","ברזובסקי שאול","סחר משה","כהן שמעון","","",""
"003647099","שיר השדכן","קלצ'קין רפאל","2002","","ברזובסקי שאול","סחר משה","כהן שמעון","","",""
"003647102","אבי אומר שהחתן","גורן עדנה","2002","","גולדפדן אברהם","סחר משה","כהן שמעון","","",""
"003647104","הייתי קוני למל","בורשטיין מייק","2002","","ברזובסקי שאול","סחר משה","כהן שמעון","","",""
"003647105","רוחות","בורשטיין מייק ומקהלה","2002","","ברזובסקי שאול","סחר משה","כהן שמעון","","",""
"003647106","סליחה רבותי","גורן עדנה","2002","","","סחר משה","כהן שמעון","","",""
"003647107","החתונה","תזמורת","2002","","ברזובסקי שאול","","כהן שמעון","","",""
"003647108","קחו כלי זמר","בורשטיין מייק גורן עדנה","2002","","ברזובסקי שאול","סחר משה","כהן שמעון","","",""
"003647109","לדוד שיר ומזמור","אביכזר דוד","1993","","אביעזר יצחק","","","","",""
"003647110","ברצלונה","אביכזר דוד","1993","","","","","","",""
"003647111","כי אשמרה שבת","אביכזר דוד","1993","","","אבן עזרא אברהם בן מאיר","","","",""
"003647112","שיר לכבוד בר המצוה","אביכזר דוד","1993","","","","","","",""
"003647113","תורה שלי","אביכזר דוד","1993","","","","","","",""
"003647114","ידידי השכחת","אביכזר דוד","1993","","","יהודה","","","",""
"003647115","רבי מאיר אשרך","אביכזר דוד","1993","","","","","","",""
"003647116","שלום לבן דודי","אביכזר דוד","1993","","","","","","",""
"003647118","הלילה","צעירי באר שבע","2003","","","דור אהרון שלומית, דור יובל","קריב אורי","","",""
"003647121","מחרוזת אהבה ישראלית","צעירי באר שבע","2003","","","","","","",""
"003647124","מחרוזת אהבה בשפות","צעירי באר שבע","2003","","","","","","",""
"003647125","תאמין באהבה","צעירי באר שבע","2003","","קריב אורי, שבת נוריאל","שבת נוריאל","קריב אורי","","",""
"003647126","בואו לדרום","צעירי באר שבע","2003","","שבת נוריאל","שבת נוריאל","קריב אורי","","",""
"003647127","אבא שלי","בן זהבה","1992","","ברזל רמי","גינאי יואב","ברנדס ננסי","","",""
"003647128","לילה","בן זהבה","1992","","","גינאי יואב","ברנדס ננסי","","",""
"003647129","לה פלו בל","רווח זאב","1992","","זלצר דובי","","","","",""
"003647130","גלגל מסתובב","בן זהבה","1992","","","רועה יוני","ברנדס ננסי","","",""
"003647131","אבידי ייאנא","רווח זאב","1992","","","","זלצר דובי","","",""
"003647132","אל תגיד לי","בן זהבה","1992","","","רועה יוני","ברנדס ננסי","","",""
"003647133","איזה בוקר","בן זהבה","1992","","","רועה יוני","ברנדס ננסי","","",""
"003647135","קאש","בן זהבה","1992","","","רועה יוני","ברנדס ננסי","","",""
"003647136","בתשלומים","רווח זאב","1992","","מוגרבי אברמינו","שטרית אלברט","זלצר דובי","","",""
"003647137","לשכת עבודה","רווח זאב","1992","","עמאר ג'ו","עמאר ג'ו","זלצר דובי","","",""
"003647138","דואט הסליחה","בן זהבה, רווח זאב","1992","","","רועה יוני, פרץ פרוספר","ברנדס ננסי","","",""
"003647139","חביבי דיאלי","רווח זאב","1992","","","","זלצר דובי","","",""
"003647140","הלילה","נערי רפול","2004","","ביג אם, זילברשטין איתי","ביג אם, זילברשטין איתי","ביג אם, זילברשטין איתי, אוז קובי, סינגולדה אבי","","",""
"003647141","נמלים","נערי רפול","2004","","זילברשטין איתי, ביג אם","זילברשטין איתי, ביג אם","סינגולדה אבי, אוז קובי","","",""
"003647142","נגנב","נערי רפול","2004","","ביג אם, זילברשטין איתי","ביג אם, זילברשטין איתי","","","",""
"003647143","בשבילך","נערי רפול","2004","","זילברשטין איתי, ביג אם","זילברשטין איתי, ביג אם","זילברשטין איתי, ביג אם, אוז קובי, סינגולדה אבי","","",""
"003647144","טרנד על הדרך","נערי רפול","2004","","ביג אם, זילברשטין איתי","ביג אם, זילברשטין איתי","","","",""
"003647145","לא ישנתי כל הלילה","נערי רפול","2004","","ביג אם, זילברשטין איתי","ביג אם, זילברשטין איתי","ביג אם, זילברשטין איתי, אוז קובי, סינגולדה אבי","","",""
"003647146","המשקה של המחר","נערי רפול","2004","","ביג אם, זילברשטין איתי","ביג אם, זילברשטין איתי","","","",""
"003647147","בין האצבעות שלך לברוח","נערי רפול","2004","","ביג אם, זילברשטין איתי","ביג אם, זילברשטין איתי","ביג אם, זילברשטין איתי","","",""
"003647148","הפינה האדומה","נערי רפול","2004","","ביג אם, זילברשטין איתי","ביג אם, זילברשטין איתי","","","",""
"003647149","אמן אמן","נערי רפול","2004","","לוריא קובי","לוריא קובי","ביג אם, זילברשטין איתי","","",""
"003647153","צלקות","בלקפילד והתעויוט","2004","","גפן אביב","גפן אביב","","","",""
"003647157","עכשיו מעונן","בלקפילד","2004","","גפן אביב","גפן אביב","","","",""
"003647160","אחד בפה אחד בלב","גרמה נסים","","","רועה יוני","בן זאב חמוטל","פיקר דורון","","",""
"003647161","חבל על הזמן","גרמה נסים","","","שרעבי ציון","אריאל מאיר","סתוי יאיר","","",""
"003647162","מלאכי","גרמה נסים","","","אקוה שלמה","גינאי יואב","סתוי יאיר","","",""
"003647163","רחל","גרמה נסים","","","אריאל מאיר","גולדהירש אילן","סתוי יאיר","","",""
"003647164","ים של אהבה","גרמה נסים","","","","גרנות יהושע","סתוי יאיר","","",""
"003647165","ילדי תימן","גרמה נסים","","","רועה יוני","בן זאב חמוטל","בגר מני","","",""
"003647166","דור מצוין","","","","גרמה נסים","גרמה נסים","גרמה נסים","","",""
"003647167","אל תסתכל ידידי בקנקן","","","","גרמה נסים","גרמה נסים","גרמה נסים","","",""
"003647168","יומן משטרתי","גרמה נסים","","","צרויה אלי","גרנות יהושע","סתוי יאיר","","",""
"003647169","מה עוד אבקש","גרמה נסים","","","גרמה נסים","קהלני אביגדור","בכר שי","","",""
"003647173","לא הולך עם כל הלב","הנשמות הטהורות שלישיה","2002","","כהן נתן","וולף אבי","כהן נתן","","",""
"003647174","שחור לבן שחור","הנשמות הטהורות שלישיה","2002","","כהן נתן","ברק דודו","כהן נתן","","",""
"003647175","חלפה שנה","הנשמות הטהורות שלישיה","2002","","ברק אריה, כהן נתן","פייקוב שייקה","כהן נתן","","",""
"003647176","נאום היונה","הנשמות הטהורות שלישיה","2002","","כהן נתן","מנור אהוד","כהן נתן","","",""
"003647178","הוא מחפש את המחר","הנשמות הטהורות שלישיה","2002","","כהן נתן","קורן גידי","כספי מתי","","",""
"003647180","שניים","הנשמות הטהורות שלישיה","2002","","כהן נתן","ספיר שמעון","כהן נתן","","",""
"003647181","היורדת","הנשמות הטהורות שלישיה","2002","","כהן נתן","מנור אהוד","כהן נתן","","",""
"003647182","אני מסטול","הנשמות הטהורות שלישיה","2002","","כהן נתן","ריפל יואל","","","",""
"003647183","יש ללכת עם הזמן","הנשמות הטהורות שלישיה","2002","","כהן נתן","ברק דודו","","","",""
"003647184","קפה טורקי","הנשמות הטהורות שלישיה","2002","","כהן נתן","רוטבליט יעקב","","","",""
"003647185","אני מקיא","הבילויים","2003","","ויסלר בנימין","ויסלר בנימין","ויסלר בנימין, ענבר נועם, לביא שלומי","","",""
"003647186","כשנפוליאון יכבוש את עכו","הבילויים","2003","","ויסלר בנימין","ויסלר בנימין","ויסלר בנימין, ענבר נועם, לביא שלומי, דוניץ מאיה","","",""
"003647187","מה שלום הזקן של צ'ין קו צ'ן","הבילויים","2003","","ויסלר בנימין, ענבר נועם","ויסלר בנימין, ענבר נועם","ויסלר בנימין, ענבר נועם, לביא שלומי","","",""
"003647188","אוטו זבל","הבילויים","2003","","ויסלר בנימין","ויסלר בנימין","ויסלר בנימין, ענבר נועם, לביא שלומי","","",""
"003647189","מרוסיה","הבילויים","2003","","ויסלר בנימין, ענבר נועם","ויסלר בנימין, ענבר נועם","ויסלר בנימין, ענבר נועם, לביא שלומי","","",""
"003647190","מטבח אל יהוד","הבילויים","2003","","ויסלר בנימין","ויסלר בנימין","ויסלר בנימין, לביא שלומי, ענבר נועם","","",""
"003647191","ליד בית השחי","הבילויים","2003","","ענבר נועם","ענבר נועם","ענבר נועם, ויסלר בנימין, לביא שלומי","","",""
"003647192","אין בגטים בגטו","הבילויים","2003","","ויסלר בנימין","ויסלר בנימין","ויסלר בנימין, לביא שלומי, ענבר נועם","","",""
"003647193","שאול מופז","הבילויים","2003","","ויסלר בנימין, ענבר נועם","ויסלר בנימין, ענבר נועם","ויסלר בנימין, ענבר נועם, לביא שלומי","","",""
"003647194","בלדה לאם חד הורית","הבילויים","2003","","ענבר נועם","ענבר נועם","ענבר נועם, ויסלר בנימין, לביא שלומי","","",""
"003647195","בחורים של ישיבה","הבילויים","2003","","ויסלר בנימין, ענבר נועם","ויסלר בנימין, ענבר נועם","ויסלר בנימין, ענבר נועם, לביא שלומי","","",""
"003647196","נפלא פה","הבילויים","2003","","ויסלר בנימין, ענבר נועם","ויסלר בנימין, ענבר נועם","ויסלר בנימין, ענבר נועם, דוניץ מאיה, לביא שלומי","","",""
"003647197","בועות","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647198","תעתוע","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647199","כוכבת קולנוע","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647200","ביום שניסית לברוח","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647201","מכות רצח","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647202","אוויר","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647203","כל יום פראנויה","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647204","אני ואת","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647205","יומיים","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647206","בשביל האהבה","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647207","לפני השינה","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן, מקוב דני, קליאן אורי","","",""
"003647208","הפי אנד","נחום אלי","2002","","נחום אלי","נחום אלי","נחום אלי, גורקן מרקו, אפק חן","","",""
"003647209","אובלויוס","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן","","",""
"003647210","לג אוף א ראביט","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן","","",""
"003647211","דסטרוי אנד ברייק איט","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן","","",""
"003647212",".אי.פי","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן","","",""
"003647213","ראנג'ר","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן","","",""
"003647214","מיין אקסקראסיון","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן","","",""
"003647215","טייק צי אאוט אוף דיס טאון","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן","","",""
"003647216","סטריאו סיילנס","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן, לזר מרק","","",""
"003647217","רונג דסיז'יון","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן, לזר מרק","","",""
"003647218","סרפינג אפטר סקול","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן","","",""
"003647219","טו סי יו האפי","אנרגיה חולנית","2007","","פין אריה","פין אריה, לדנר אורטויה","פין אריה, לדנר אורטויה, אנגל מיקי, יונס ענאל, אחיטוב גלעד, בר יהודה רועי, כץ שירי, להט זהר, גוטסמן ג'ונתן, לזר מרק, לומן ברק","","",""
"003647220","חג בגן","אלפרשטיין רוחל'ה","2010","","אלפרשטיין רוחל'ה","אלפרשטיין רוחל'ה","שרייבר חיים","","",""
"003647221","חוגגים למשפחה","אלפרשטיין רוחל'ה","2010","","אלפרשטיין רוחל'ה","אלפרשטיין רוחל'ה","שרייבר חיים","","",""
"003647222","הפתעה לאמא","אלפרשטיין רוחל'ה","2010","","אלפרשטיין רוחל'ה","אלפרשטיין רוחל'ה","שרייבר חיים","","",""
"003647223","נשיקות וחיבוקים","אלפרשטיין רוחל'ה","2010","","אלפרשטיין רוחל'ה","אלפרשטיין רוחל'ה","שרייבר חיים","","",""
"003647224","לפעמים","אלפרשטיין רוחל'ה","2010","","אלפרשטיין רוחל'ה","אלפרשטיין רוחל'ה","שרייבר חיים","","",""
"003647225","לב אוהב","אלפרשטיין רוחל'ה","2010","","אלפרשטיין רוחל'ה","אלפרשטיין רוחל'ה","שרייבר חיים","","",""
"003647226","בלונים","אלפרשטיין רוחל'ה","2010","","אלפרשטיין רוחל'ה","אלפרשטיין רוחל'ה","שרייבר חיים","","",""
"003647227","אני גדול","אלפרשטיין רוחל'ה","2010","","אלפרשטיין רוחל'ה","אלפרשטיין רוחל'ה","שרייבר חיים","","",""
"003647228","אחי החייל","אלפרשטיין רוחל'ה","2010","","אלפרשטיין רוחל'ה","אלפרשטיין רוחל'ה","שרייבר חיים","","",""
"003647229","שלוש מילים","אלפרשטיין רוחל'ה","2010","","אלפרשטיין רוחל'ה","אלפרשטיין רוחל'ה","שרייבר חיים","","",""
"003647231","סוף לסיפור","רביץ יהודית","2002","","רביץ יהודית","רוטבליט יעקב","בכר ירון","","",""
"003647233","ניגע אל החלום","ניני אחינעם","2002","","חנוך שלום","חנוך שלום","ניני אחינעם, דור גיל","","",""
"003647234","האהבה מאלתרת","אלברשטיין חוה","2002","","חורי יוסי","אלברשטיין חוה","אפרת עובד","","",""
"003647237","רואה לך בעיניים","אנקרי אתי","2002","","אנקרי אתי","אנקרי אתי","אולארצ'יק אלון","","",""
"003647238","אתה פה חסר לי","גלרון נורית","2002","","גפן אביב","גפן אביב","מאירי עופר","","",""
"003647239","עוד יהיו לנו שעות יפות","טרבלסי מיטל","2002","","טרבלסי מיטל","פאנק עדית","אולארצ'יק אלון","","",""
"003647240","אהוב יקר","שחר רונית","2002","","שחר רונית","שחר רונית","עדר יהודה","","",""
"003647241","אשה","ליבנה חני","2002","","כספי מתי","חכמוביץ' עדית","כספי מתי","","",""
"003647242","ריקוד אחרון","בן זהבה","2002","","שבת לאה","גדסי משה","למאי יעקב","","",""
"003647243","מחכה לו","ברגר דנה","2002","","ברגר דנה","ברגר דנה","שפריר יובל, קליין אייל","","",""
"003647244","כשזה עמוק","פרלמוטר ענבל, אלאל קורין","2002","","אלאל קורין","אלאל קורין, פרלמוטר ענבל","צור ערן","","",""
"003647245","כמו שיורד גשם","גורדון טל","2002","","גורדון טל, צורף אמיר","גורדון טל","סחרוף ברי","","",""
"003647246","היי שקטה","גל ריקי","2002","","פוליקר יהודה","שפירא רחל","פלדמן גיל","","",""
"003647247","למולדת שובי רוני","התזמורת האנדלוסית הישראלית, זריהן אמיל","2001","","","מזרחי אשר שמעון","עילם-אמזלג אברהם","","",""
"003647248","יה עד מה ולמה","התזמורת האנדלוסית הישראלית, אלמליח ליאור","2001","","","","עילם-אמזלג אברהם","","",""
"003647249","אלואסלו מא אחלאה ולהג'רו מורו","תזמורת אנדלוסית וספיאני עבדסלם","2001","","","","עילם-אמזלג אברהם","","",""
"003647250","יבוא דודי","זריהן אמיל","2001","","","","עילם-אמזלג אברהם","","",""
"003647251","משה יה אסור","תזמורת אנדלוסית זריהן א וסווירי עבד","2001","","","","עילם-אמזלג אברהם","","",""
"003647252","גברת מגונדרת","גבריאלוב מיקי","1990","","","גבריאלוב מיקי","גבריאלוב מיקי","","",""
"003647254","תן לחיות","גבריאלוב מיקי","1990","","גבריאלוב מיקי","גבריאלוב מיקי","גבריאלוב מיקי","","",""
"003647255","שלג בצעדי","גבריאלוב מיקי","1990","","גבריאלוב מיקי","רייך אשר","גבריאלוב מיקי","","",""
"003647256","שיר לאימי","גבריאלוב מיקי","1990","","","גבריאלוב מיכל","גבריאלוב מיקי","","",""
"003647257","איפה את","גבריאלוב מיקי","1990","","גבריאלוב מיקי","גבריאלוב מיקי","","","",""
"003647258","בואי אל הים","גבריאלוב מיקי","1990","","גבריאלוב מיקי","גבריאלוב מיקי","גבריאלוב מיקי","","",""
"003647261","מה בוער לך","גבריאלוב מיקי","1990","","בן דוד ארצי","בוצ'וק אפרים","גבריאלוב מיקי","","",""
"003647262","טורקי טורקי","גבריאלוב מיקי","1990","","גבריאלוב מיקי","לוין חנוך","גבריאלוב מיקי","","",""
"003647263","ובאותו היום ובאותו הלילה","גבריאלוב מיקי","1990","","גבריאלוב מיקי","גבריאלוב מיקי","גבריאלוב מיקי","","",""
"003647264","שפת אימי","אלאל קורין","1990","","אלאל קורין","מנור אהוד","אפרת עובד","","",""
"003647270","קשר הירח","אלאל קורין","1990","","אלאל קורין","מנור אהוד","אלאל קורין","","",""
"003647271","זאת לא חוכמה לומר ז'ה טאם","אלאל קורין","1990","","אלאל קורין","מנור אהוד","אלאל קורין","","",""
"003647274","נפוליאון","אלאל קורין","1990","","אלאל קורין","מנור אהוד","רביץ יהודית","","",""
"003647276","וידוי","יחיאל ארז","","","יחיאל ארז","יורם ש","","","",""
"003647277","מבקשים","יחיאל ארז","","","יחיאל ארז","יחיאל ארז","","","",""
"003647278","לא עוד מלחמות","יחיאל ארז","","","יחיאל ארז","יורם ש","","","",""
"003647279","הדברים היפים בעולם","יחיאל ארז","","","חיטמן עוזי","חיטמן עוזי","","","",""
"003647280","זמיר","יחיאל ארז","","","יחיאל ארז","לוי אלי, עובדיה ירון","","","",""
"003647281","בוקר חדש","יחיאל ארז","","","פוליקוב לא מזוהה","אהרני חנה, יחיאל ארז","","","",""
"003647282","העשיר","יחיאל ארז","","","יחיאל ארז","יחיאל ארז","","","",""
"003647283","יוצאת אל החרבה","יחיאל ארז","","","יחיאל ארז","יהודה","","","",""
"003647284","אל תתיאש","יחיאל ארז","","","יחיאל ארז","יחיאל ארז","","","",""
"003647285","הבט בטוב","יחיאל ארז","","","אהרון שלומי, יחיאל ארז","חאק אורית","","","",""
"003647287","חושב עליה","דטאוקר ליאור, יניב עידן","2006","","דטאוקר ליאור","דטאוקר ליאור","ביטון נדב, עמרמי עמית","","",""
"003647288","גלגל ענק","יניב עידן","2006","","זילברשטין איתי, ביג אם","זילברשטין איתי, ביג אם","ביטון נדב, עמרמי עמית","","",""
"003647289","מפונקת","יניב עידן","2006","","דטאוקר ליאור","רטפן ינאי","גוזלן פיליפ","","",""
"003647290","להדליק אותי","יניב עידן","2006","","זילברשטין איתי, ביג אם","זילברשטין איתי, ביג אם","זילברשטין איתי, ביג אם","","",""
